"set" "map" "mkr" "phys" "gen"
"Hordeum vulgare" "chr3H" "12_11084" 453602439 75.27
"Hordeum vulgare" "chr3H" "11_11191" 455071640 75.27
"Hordeum vulgare" "chr3H" "11_21120" 457168777 75.27
"Hordeum vulgare" "chr3H" "11_20704" 458251109 76.43
"Hordeum vulgare" "chr3H" "11_21502" 458661096 76.43
"Hordeum vulgare" "chr3H" "12_11152" 458931744 77.37
"Hordeum vulgare" "chr3H" "12_30005" 459327839 77.37
"Hordeum vulgare" "chr3H" "11_10839" 459666184 77.37
"Hordeum vulgare" "chr3H" "12_20608" 461003341 78.25
"Hordeum vulgare" "chr3H" "12_11284" 462283497 78.25
"Hordeum vulgare" "chr3H" "11_10335" 465447987 77.37
"Hordeum vulgare" "chr3H" "11_11394" 467999641 81.28
"Hordeum vulgare" "chr3H" "11_20931" 468941398 81.28
"Hordeum vulgare" "chr3H" "12_30616" 472150900 78.25
"Hordeum vulgare" "chr3H" "12_30788" 472168596 78.25
"Hordeum vulgare" "chr3H" "12_31242" 476463646 82.62
"Hordeum vulgare" "chr3H" "11_20017" 478142503 82.62
"Hordeum vulgare" "chr3H" "11_20351" 478146373 82.62
"Hordeum vulgare" "chr3H" "11_10813" 479514962 83.58
"Hordeum vulgare" "chr3H" "11_11314" 479657942 83.16
"Hordeum vulgare" "chr3H" "11_20877" 480991260 83.8
"Hordeum vulgare" "chr3H" "12_30754" 480998160 84.22
"Hordeum vulgare" "chr3H" "12_31323" 483139059 83.58
"Hordeum vulgare" "chr3H" "11_11241" 483578811 84.22
"Hordeum vulgare" "chr3H" "11_20694" 484806903 84.98
"Hordeum vulgare" "chr3H" "12_31356" 485545645 85.4
"Hordeum vulgare" "chr3H" "12_31529" 485618587 85.4
"Hordeum vulgare" "chr3H" "12_10452" 486003362 85.4
"Hordeum vulgare" "chr3H" "11_10350" 487365037 85.4
"Hordeum vulgare" "chr3H" "11_20521" 487537283 86.03
"Hordeum vulgare" "chr3H" "11_10276" 488595875 86.57
"Hordeum vulgare" "chr3H" "12_30399" 488628783 86.57
"Hordeum vulgare" "chr3H" "11_20566" 489294660 87.15
"Hordeum vulgare" "chr3H" "11_20778" 492174407 87.8
"Hordeum vulgare" "chr3H" "12_30743" 492482733 87.8
"Hordeum vulgare" "chr3H" "11_10683" 492695300 87.8
"Hordeum vulgare" "chr3H" "12_10609" 493011071 87.8
"Hordeum vulgare" "chr3H" "11_20695" 493012268 87.8
"Hordeum vulgare" "chr3H" "12_31346" 493577938 88.5
"Hordeum vulgare" "chr3H" "11_10047" 495710815 90.1
"Hordeum vulgare" "chr3H" "11_20362" 495869701 90.52
"Hordeum vulgare" "chr3H" "11_20597" 496429040 91.19
"Hordeum vulgare" "chr3H" "12_21194" 497120662 90.1
"Hordeum vulgare" "chr3H" "12_11454" 497986799 90.1
"Hordeum vulgare" "chr3H" "11_20222" 499141388 91.79
"Hordeum vulgare" "chr3H" "12_20849" 501008501 92.73
"Hordeum vulgare" "chr3H" "11_20115" 501638267 92.73
"Hordeum vulgare" "chr3H" "12_30170" 502228105 92.73
"Hordeum vulgare" "chr3H" "11_21163" 502650718 90.1
"Hordeum vulgare" "chr3H" "12_30677" 505695124 93.81
"Hordeum vulgare" "chr3H" "12_11524" 505950611 92.73
"Hordeum vulgare" "chr3H" "11_21358" 507081078 93.81
"Hordeum vulgare" "chr3H" "11_20093" 508172956 93.81
"Hordeum vulgare" "chr3H" "12_31262" 508530420 93.81
"Hordeum vulgare" "chr3H" "12_11517" 511084632 93.81
"Hordeum vulgare" "chr3H" "12_30278" 511428154 95.14
"Hordeum vulgare" "chr3H" "11_20063" 514550950 97.14
"Hordeum vulgare" "chr3H" "12_11138" 514809066 98.05
"Hordeum vulgare" "chr3H" "12_31299" 518073567 98.05
"Hordeum vulgare" "chr3H" "11_10628" 519406515 98.05
"Hordeum vulgare" "chr3H" "11_10444" 519926661 98.05
"Hordeum vulgare" "chr3H" "11_21505" 520098160 98.05
"Hordeum vulgare" "chr3H" "11_21348" 521796299 98.66
"Hordeum vulgare" "chr3H" "12_31018" 522326165 100.29
"Hordeum vulgare" "chr3H" "12_30663" 523841003 100.29
"Hordeum vulgare" "chr3H" "11_21294" 523884251 100.29
"Hordeum vulgare" "chr3H" "11_20136" 524088434 100.29
"Hordeum vulgare" "chr3H" "12_10134" 525411897 100.71
"Hordeum vulgare" "chr3H" "12_30325" 527431116 101.37
"Hordeum vulgare" "chr3H" "12_10583" 527641543 102.66
"Hordeum vulgare" "chr3H" "11_20659" 527642375 102.12
"Hordeum vulgare" "chr3H" "11_11021" 528276780 104.15
"Hordeum vulgare" "chr3H" "11_10747" 528466597 104.15
"Hordeum vulgare" "chr3H" "11_10253" 529450158 102.66
"Hordeum vulgare" "chr3H" "12_31367" 531678428 106
"Hordeum vulgare" "chr3H" "12_30250" 534080611 106.67
"Hordeum vulgare" "chr3H" "12_30090" 535446028 108
"Hordeum vulgare" "chr3H" "11_21438" 535503477 108.7
"Hordeum vulgare" "chr3H" "11_20999" 535559641 108.7
"Hordeum vulgare" "chr3H" "11_20130" 536195563 108.7
"Hordeum vulgare" "chr3H" "12_30909" 536195843 108.7
"Hordeum vulgare" "chr3H" "12_10074" 536196052 108.7
"Hordeum vulgare" "chr3H" "11_20628" 537117234 108.7
"Hordeum vulgare" "chr3H" "12_30640" 538572159 108.7
"Hordeum vulgare" "chr3H" "11_20626" 540393432 109.43
"Hordeum vulgare" "chr3H" "11_10515" 541231087 110.09
"Hordeum vulgare" "chr3H" "11_21083" 542035272 111.49
"Hordeum vulgare" "chr3H" "11_21381" 543198128 112.15
"Hordeum vulgare" "chr3H" "12_10662" 545716789 114.36
"Hordeum vulgare" "chr3H" "12_10344" 545734658 114.36
"Hordeum vulgare" "chr3H" "11_21495" 545760170 114.36
"Hordeum vulgare" "chr3H" "12_30342" 545835434 114.36
"Hordeum vulgare" "chr3H" "11_21493" 546823917 115.21
"Hordeum vulgare" "chr3H" "12_21081" 547997189 120.73
"Hordeum vulgare" "chr3H" "12_11392" 549106616 120.73
"Hordeum vulgare" "chr3H" "11_21513" 549106715 119.53
"Hordeum vulgare" "chr3H" "11_21212" 550610475 120.73
"Hordeum vulgare" "chr3H" "11_21161" 550747073 122.7
"Hordeum vulgare" "chr3H" "11_20023" 550964218 122.7
"Hordeum vulgare" "chr3H" "12_30423" 551666513 120.73
"Hordeum vulgare" "chr3H" "11_10753" 552276914 123.37
"Hordeum vulgare" "chr3H" "11_21277" 552644436 124.04
"Hordeum vulgare" "chr3H" "12_10100" 553150312 125.11
"Hordeum vulgare" "chr3H" "12_30375" 553304039 125.11
"Hordeum vulgare" "chr3H" "12_30276" 553407132 125.11
"Hordeum vulgare" "chr3H" "11_11503" 553857511 125.11
"Hordeum vulgare" "chr3H" "12_31329" 553948737 125.86
"Hordeum vulgare" "chr3H" "11_20523" 553986290 125.11
"Hordeum vulgare" "chr3H" "11_10312" 554732086 125.11
"Hordeum vulgare" "chr3H" "11_10584" 555961084 127.26
"Hordeum vulgare" "chr3H" "12_30927" 556767072 127.26
"Hordeum vulgare" "chr3H" "12_10680" 556809221 128.01
"Hordeum vulgare" "chr3H" "12_31220" 558445449 129.83
"Hordeum vulgare" "chr3H" "12_30223" 558828211 129.83
"Hordeum vulgare" "chr3H" "11_11330" 559007691 129.83
"Hordeum vulgare" "chr3H" "12_31269" 559665957 130.58
"Hordeum vulgare" "chr3H" "12_31499" 559835067 131.24
"Hordeum vulgare" "chr3H" "11_20944" 560040640 131.24
"Hordeum vulgare" "chr3H" "12_30732" 560171670 131.24
"Hordeum vulgare" "chr3H" "11_21405" 561156390 132.62
"Hordeum vulgare" "chr3H" "11_10918" 561296687 132.62
"Hordeum vulgare" "chr3H" "12_30274" 561365222 133.36
"Hordeum vulgare" "chr3H" "12_31525" 562272676 134.05
"Hordeum vulgare" "chr3H" "12_30924" 562295006 134.71
"Hordeum vulgare" "chr3H" "11_11172" 562581369 134.71
"Hordeum vulgare" "chr3H" "12_11338" 562586387 134.71
"Hordeum vulgare" "chr3H" "11_10754" 562966922 134.71
"Hordeum vulgare" "chr3H" "11_10044" 562973200 134.71
"Hordeum vulgare" "chr3H" "11_10821" 563160583 134.71
"Hordeum vulgare" "chr3H" "11_10867" 563550753 135.43
"Hordeum vulgare" "chr3H" "11_20650" 564661484 135.43
"Hordeum vulgare" "chr3H" "12_31238" 564693142 135.43
"Hordeum vulgare" "chr3H" "12_30096" 564700574 135.43
"Hordeum vulgare" "chr3H" "12_20413" 565022047 135.43
"Hordeum vulgare" "chr3H" "12_30081" 567161897 136.92
"Hordeum vulgare" "chr3H" "11_20662" 567531273 136.92
"Hordeum vulgare" "chr3H" "11_10280" 567924259 136.92
"Hordeum vulgare" "chr3H" "11_20343" 567924575 136.92
"Hordeum vulgare" "chr3H" "12_10505" 568041609 137.74
"Hordeum vulgare" "chr3H" "12_10188" 568059624 137.74
"Hordeum vulgare" "chr3H" "12_30963" 569304529 137.74
"Hordeum vulgare" "chr3H" "11_11196" 569419209 138.39
"Hordeum vulgare" "chr3H" "12_20369" 569642882 138.39
"Hordeum vulgare" "chr3H" "11_10842" 570635675 139
"Hordeum vulgare" "chr3H" "11_20612" 571209231 139.66
"Hordeum vulgare" "chr3H" "12_10205" 571971374 141.22
"Hordeum vulgare" "chr3H" "12_30973" 572454199 141.26
"Hordeum vulgare" "chr3H" "11_20527" 575812127 142.17
"Hordeum vulgare" "chr3H" "12_30092" 576225162 143.33
"Hordeum vulgare" "chr3H" "12_10122" 578337609 143.33
"Hordeum vulgare" "chr3H" "11_21428" 579342253 143.33
"Hordeum vulgare" "chr3H" "11_10381" 579345821 143.33
"Hordeum vulgare" "chr3H" "11_20409" 579595093 143.33
"Hordeum vulgare" "chr3H" "11_11127" 579676470 145.84
"Hordeum vulgare" "chr3H" "11_11328" 580427289 147.57
"Hordeum vulgare" "chr3H" "11_20085" 580434593 146.25
"Hordeum vulgare" "chr3H" "12_11154" 581377916 147.57
"Hordeum vulgare" "chr3H" "12_31251" 581433474 147.57
"Hordeum vulgare" "chr3H" "12_31496" 581436295 150.11
"Hordeum vulgare" "chr3H" "11_20920" 581631490 148.79
"Hordeum vulgare" "chr3H" "12_11047" 582159885 150.11
"Hordeum vulgare" "chr3H" "12_30367" 582247355 149.45
"Hordeum vulgare" "chr3H" "11_20851" 582822176 148.79
"Hordeum vulgare" "chr3H" "12_30137" 584418015 151.84
"Hordeum vulgare" "chr3H" "11_10570" 585446645 150.11
"Hordeum vulgare" "chr3H" "12_21386" 587116676 154.44
"Hordeum vulgare" "chr3H" "11_21272" 592434733 157.77
"Hordeum vulgare" "chr3H" "12_21376" 594772839 159.54
"Hordeum vulgare" "chr3H" "12_31500" 595662055 160.19
"Hordeum vulgare" "chr3H" "12_20421" 596524195 162.17
"Hordeum vulgare" "chr3H" "11_20155" 597054326 162.83
"Hordeum vulgare" "chr3H" "12_20505" 597059472 162.83
"Hordeum vulgare" "chr3H" "12_30921" 597294382 163.49
"Hordeum vulgare" "chr3H" "11_11436" 597545931 163.49
"Hordeum vulgare" "chr3H" "12_21345" 597709275 163.49
"Hordeum vulgare" "chr3H" "12_30370" 598142001 164.15
"Hordeum vulgare" "chr3H" "12_20198" 600153484 167.33
"Hordeum vulgare" "chr3H" "11_10646" 600210121 167.33
"Hordeum vulgare" "chr3H" "12_30767" 601457295 167.33
"Hordeum vulgare" "chr3H" "11_10935" 601458280 167.33
"Hordeum vulgare" "chr3H" "12_30960" 602495288 169.95
"Hordeum vulgare" "chr3H" "11_21008" 602988909 169.29
"Hordeum vulgare" "chr3H" "11_21523" 603823274 169.95
"Hordeum vulgare" "chr3H" "11_10702" 603897210 169.95
"Hordeum vulgare" "chr3H" "12_30271" 604200820 169.95
"Hordeum vulgare" "chr3H" "11_20605" 604596331 171.65
"Hordeum vulgare" "chr3H" "11_11410" 605772592 172.82
"Hordeum vulgare" "chr3H" "11_11411" 605935417 173.43
"Hordeum vulgare" "chr3H" "12_10629" 606041994 172.82
"Hordeum vulgare" "chr3H" "11_10681" 606233072 172.82
"Hordeum vulgare" "chr3H" "11_10893" 606668295 172.82
"Hordeum vulgare" "chr3H" "12_31388" 606668657 172.82
"Hordeum vulgare" "chr3H" "11_10694" 606705858 173.43
"Hordeum vulgare" "chr3H" "11_20339" 607388176 174.2
"Hordeum vulgare" "chr3H" "12_10014" 607501673 173.43
"Hordeum vulgare" "chr3H" "11_20057" 608631341 174.45
"Hordeum vulgare" "chr3H" "11_21267" 610215031 174.45
"Hordeum vulgare" "chr3H" "11_11516" 611223260 174.99
"Hordeum vulgare" "chr3H" "12_20176" 611719994 175.7
"Hordeum vulgare" "chr3H" "11_10423" 611991922 177.33
"Hordeum vulgare" "chr3H" "12_30229" 612116577 177.01
"Hordeum vulgare" "chr3H" "11_10767" 613666189 179.16
"Hordeum vulgare" "chr3H" "11_20150" 615576242 44.12
"Hordeum vulgare" "chr3H" "12_30055" 615679056 178.99
"Hordeum vulgare" "chr3H" "11_21362" 616643952 180.12
"Hordeum vulgare" "chr3H" "11_10343" 616942930 179.81
"Hordeum vulgare" "chr3H" "12_30135" 617839716 179.81
"Hordeum vulgare" "chr3H" "12_10215" 619536096 179.81
"Hordeum vulgare" "chr4H" "12_30764" 442048 0
"Hordeum vulgare" "chr4H" "12_21117" 461264 0
"Hordeum vulgare" "chr4H" "12_31324" 491073 0.75
"Hordeum vulgare" "chr4H" "11_20145" 2247390 1.2
"Hordeum vulgare" "chr4H" "12_30140" 2784294 5.54
"Hordeum vulgare" "chr4H" "11_21056" 3361283 2.6
"Hordeum vulgare" "chr4H" "11_10208" 3372141 2.6
"Hordeum vulgare" "chr4H" "12_31486" 3667340 6.86
"Hordeum vulgare" "chr4H" "12_20274" 4157808 6.86
"Hordeum vulgare" "chr4H" "11_10409" 4225438 3.2
"Hordeum vulgare" "chr4H" "11_21228" 4319457 3.8
"Hordeum vulgare" "chr4H" "11_10319" 5647553 11.04
"Hordeum vulgare" "chr4H" "12_11485" 6251543 10.77
"Hordeum vulgare" "chr4H" "11_10490" 6376191 12.34
"Hordeum vulgare" "chr4H" "12_31458" 6753997 12.34
"Hordeum vulgare" "chr4H" "12_30540" 7844455 14.88
"Hordeum vulgare" "chr4H" "12_11300" 8723104 12.34
"Hordeum vulgare" "chr4H" "12_30150" 9488255 16.96
"Hordeum vulgare" "chr4H" "11_10113" 9691019 19.45
"Hordeum vulgare" "chr4H" "11_10738" 9814626 19.45
"Hordeum vulgare" "chr4H" "11_21359" 10255456 20.44
"Hordeum vulgare" "chr4H" "11_20557" 10276299 20.87
"Hordeum vulgare" "chr4H" "11_10223" 10877981 19.45
"Hordeum vulgare" "chr4H" "11_10221" 11580864 22.93
"Hordeum vulgare" "chr4H" "11_11199" 12241638 23.96
"Hordeum vulgare" "chr4H" "11_11136" 12634278 24.71
"Hordeum vulgare" "chr4H" "12_21458" 12947058 25.45
"Hordeum vulgare" "chr4H" "11_21385" 13442991 26.2
"Hordeum vulgare" "chr4H" "12_10626" 13485393 26.2
"Hordeum vulgare" "chr4H" "11_20210" 13896206 26.71
"Hordeum vulgare" "chr4H" "12_11060" 13896338 26.2
"Hordeum vulgare" "chr4H" "12_30394" 13924061 26.2
"Hordeum vulgare" "chr4H" "12_10562" 14156335 26.2
"Hordeum vulgare" "chr4H" "12_11175" 14915159 26.71
"Hordeum vulgare" "chr4H" "11_20302" 15126461 28
"Hordeum vulgare" "chr4H" "11_20606" 16055643 28
"Hordeum vulgare" "chr4H" "11_21070" 16389113 28
"Hordeum vulgare" "chr4H" "11_20422" 16638365 28
"Hordeum vulgare" "chr4H" "11_20680" 16927066 28.75
"Hordeum vulgare" "chr4H" "11_21418" 16995893 28.75
"Hordeum vulgare" "chr4H" "11_20109" 17419512 29.34
"Hordeum vulgare" "chr4H" "11_20777" 17541264 29.76
"Hordeum vulgare" "chr4H" "12_30907" 17748238 30.37
"Hordeum vulgare" "chr4H" "11_21374" 18900201 30.37
"Hordeum vulgare" "chr4H" "11_20001" 18908473 31.69
"Hordeum vulgare" "chr4H" "11_20411" 18917540 30.37
"Hordeum vulgare" "chr4H" "12_31164" 19675006 33.35
"Hordeum vulgare" "chr4H" "11_21389" 20785503 34.38
"Hordeum vulgare" "chr4H" "12_30864" 20925813 35.24
"Hordeum vulgare" "chr4H" "12_30865" 20928518 35.24
"Hordeum vulgare" "chr4H" "12_30863" 20928740 35.24
"Hordeum vulgare" "chr4H" "12_10810" 20945676 37.88
"Hordeum vulgare" "chr4H" "11_21397" 21105055 35.24
"Hordeum vulgare" "chr4H" "12_31313" 21472712 32.92
"Hordeum vulgare" "chr4H" "11_21122" 22691510 35.24
"Hordeum vulgare" "chr4H" "12_10860" 23882112 37.88
"Hordeum vulgare" "chr4H" "12_10171" 27054329 43.72
"Hordeum vulgare" "chr4H" "12_10347" 27305503 43.72
"Hordeum vulgare" "chr4H" "12_11382" 27553172 42.22
"Hordeum vulgare" "chr4H" "12_30992" 27763176 43.06
"Hordeum vulgare" "chr4H" "11_20012" 28425252 43.72
"Hordeum vulgare" "chr4H" "12_10371" 29792553 44.33
"Hordeum vulgare" "chr4H" "12_20240" 30608641 44.99
"Hordeum vulgare" "chr4H" "12_20011" 30963749 44.99
"Hordeum vulgare" "chr4H" "11_20180" 31347523 44.99
"Hordeum vulgare" "chr4H" "11_20114" 31508196 44.99
"Hordeum vulgare" "chr4H" "12_10063" 31508759 44.99
"Hordeum vulgare" "chr4H" "12_30328" 31951663 45.65
"Hordeum vulgare" "chr4H" "11_10048" 32426326 46.97
"Hordeum vulgare" "chr4H" "11_11180" 33118475 48.77
"Hordeum vulgare" "chr4H" "12_30187" 33394531 46.97
"Hordeum vulgare" "chr4H" "12_30993" 36731910 49.43
"Hordeum vulgare" "chr4H" "11_10793" 40327543 50.22
"Hordeum vulgare" "chr4H" "11_10668" 40993554 50.22
"Hordeum vulgare" "chr4H" "12_11112" 44020186 51.53
"Hordeum vulgare" "chr4H" "11_20939" 45020496 51.53
"Hordeum vulgare" "chr4H" "12_30564" 47355981 53.28
"Hordeum vulgare" "chr4H" "11_11405" 48199828 53.28
"Hordeum vulgare" "chr4H" "12_21029" 52116492 56.22
"Hordeum vulgare" "chr4H" "11_10261" 52825054 53.94
"Hordeum vulgare" "chr4H" "11_10756" 56661938 54.73
"Hordeum vulgare" "chr4H" "11_21073" 59382385 54.73
"Hordeum vulgare" "chr4H" "11_10432" 60883243 54.73
"Hordeum vulgare" "chr4H" "12_30525" 61755532 56.22
"Hordeum vulgare" "chr4H" "11_10577" 61870849 54.73
"Hordeum vulgare" "chr4H" "12_31026" 63064973 56.22
"Hordeum vulgare" "chr4H" "11_20269" 64552204 54.73
"Hordeum vulgare" "chr4H" "12_30331" 65600466 53.94
"Hordeum vulgare" "chr4H" "12_31360" 69808111 56.22
"Hordeum vulgare" "chr4H" "12_30878" 69951221 56.22
"Hordeum vulgare" "chr4H" "11_10667" 69953383 54.73
"Hordeum vulgare" "chr4H" "12_31382" 70710249 53.94
"Hordeum vulgare" "chr4H" "12_30777" 71489276 53.94
"Hordeum vulgare" "chr4H" "12_30488" 75381235 56.22
"Hordeum vulgare" "chr4H" "11_21254" 76086954 56.22
"Hordeum vulgare" "chr4H" "11_20782" 76499628 54.94
"Hordeum vulgare" "chr4H" "11_21071" 78839810 54.94
"Hordeum vulgare" "chr4H" "11_10942" 90098944 55.15
"Hordeum vulgare" "chr4H" "11_10028" 92077969 56.22
"Hordeum vulgare" "chr4H" "12_20156" 92656725 56.22
"Hordeum vulgare" "chr4H" "11_10093" 92657428 56.22
"Hordeum vulgare" "chr4H" "11_20853" 98959842 55.58
"Hordeum vulgare" "chr4H" "12_21442" 112685252 56.22
"Hordeum vulgare" "chr4H" "12_10492" 113116888 56.22
"Hordeum vulgare" "chr4H" "11_10424" 282451842 56.22
"Hordeum vulgare" "chr4H" "12_20831" 355873157 56.22
"Hordeum vulgare" "chr4H" "12_31156" 358852567 56.22
"Hordeum vulgare" "chr4H" "11_20496" 386912206 56.22
"Hordeum vulgare" "chr4H" "12_11190" 392466176 56.22
"Hordeum vulgare" "chr4H" "12_20525" 398342297 56.22
"Hordeum vulgare" "chr4H" "11_11332" 403411952 56.22
"Hordeum vulgare" "chr4H" "11_11042" 403791919 56.22
"Hordeum vulgare" "chr4H" "11_10411" 407693618 56.22
"Hordeum vulgare" "chr4H" "11_10379" 417305187 58.2
"Hordeum vulgare" "chr4H" "11_10480" 418922637 58.2
"Hordeum vulgare" "chr4H" "12_30450" 421565155 56.88
"Hordeum vulgare" "chr4H" "12_30866" 425238027 56.88
"Hordeum vulgare" "chr4H" "11_11114" 440172546 59.8
"Hordeum vulgare" "chr4H" "12_30684" 440376037 56.22
"Hordeum vulgare" "chr4H" "12_21137" 440378654 57.54
"Hordeum vulgare" "chr4H" "12_30605" 441583099 56.22
"Hordeum vulgare" "chr4H" "11_20289" 442465834 58.2
"Hordeum vulgare" "chr4H" "12_10607" 443359551 58.2
"Hordeum vulgare" "chr4H" "11_21303" 443791234 56.22
"Hordeum vulgare" "chr4H" "12_11063" 447009277 56.22
"Hordeum vulgare" "chr4H" "11_10946" 448422002 59.06
"Hordeum vulgare" "chr4H" "12_30427" 449237050 59.8
"Hordeum vulgare" "chr4H" "11_10881" 450235681 60.49
"Hordeum vulgare" "chr4H" "11_20610" 450878267 61.56
"Hordeum vulgare" "chr4H" "12_11232" 456701169 61.56
"Hordeum vulgare" "chr4H" "11_10568" 458288147 62.15
"Hordeum vulgare" "chr4H" "11_10046" 458346312 62.81
"Hordeum vulgare" "chr4H" "11_10262" 461656988 63.44
"Hordeum vulgare" "chr4H" "11_20135" 464278723 63.79
"Hordeum vulgare" "chr4H" "11_20020" 465869013 63.79
"Hordeum vulgare" "chr4H" "12_10637" 466110324 62.81
"Hordeum vulgare" "chr4H" "11_20450" 467960205 64
"Hordeum vulgare" "chr4H" "12_31297" 468161541 62.81
"Hordeum vulgare" "chr4H" "11_20472" 469716512 64
"Hordeum vulgare" "chr4H" "12_10088" 469850532 63.79
"Hordeum vulgare" "chr4H" "12_30839" 469852394 62.81
"Hordeum vulgare" "chr4H" "12_30060" 471100059 62.81
"Hordeum vulgare" "chr4H" "11_20363" 471136847 62.81
"Hordeum vulgare" "chr4H" "12_30995" 471533576 62.81
"Hordeum vulgare" "chr4H" "11_10807" 471897803 63.79
"Hordeum vulgare" "chr4H" "11_21481" 475209571 62.81
"Hordeum vulgare" "chr4H" "12_10426" 476264693 62.81
"Hordeum vulgare" "chr4H" "11_20412" 476842197 64.64
"Hordeum vulgare" "chr4H" "12_31462" 478812157 62.81
"Hordeum vulgare" "chr4H" "12_11108" 481078350 65.28
"Hordeum vulgare" "chr4H" "11_10527" 481344227 65.28
"Hordeum vulgare" "chr4H" "12_20898" 482257005 62.81
"Hordeum vulgare" "chr4H" "11_20482" 483208363 69.24
"Hordeum vulgare" "chr4H" "11_20361" 485172331 68.19
"Hordeum vulgare" "chr4H" "11_10914" 485476205 65.28
"Hordeum vulgare" "chr4H" "11_21010" 485842928 68.19
"Hordeum vulgare" "chr4H" "12_10500" 492888897 69.14
"Hordeum vulgare" "chr4H" "11_21191" 495567921 70.77
"Hordeum vulgare" "chr4H" "11_10509" 496024940 56.22
"Hordeum vulgare" "chr4H" "12_11427" 496526437 69.24
"Hordeum vulgare" "chr4H" "11_20453" 499574957 71.71
"Hordeum vulgare" "chr4H" "11_21296" 499941334 71.71
"Hordeum vulgare" "chr4H" "11_21273" 500120379 71.71
"Hordeum vulgare" "chr4H" "11_21087" 500527416 71.71
"Hordeum vulgare" "chr4H" "11_11207" 502873497 72.36
"Hordeum vulgare" "chr4H" "12_31186" 503831650 72.36
"Hordeum vulgare" "chr4H" "11_20820" 507774013 73.03
"Hordeum vulgare" "chr4H" "11_20062" 509226058 73.62
"Hordeum vulgare" "chr4H" "11_20723" 510453687 73.62
"Hordeum vulgare" "chr4H" "11_20924" 516326563 75.44
"Hordeum vulgare" "chr4H" "11_10639" 516718881 76.09
"Hordeum vulgare" "chr4H" "12_10053" 517677339 76.31
"Hordeum vulgare" "chr4H" "11_11431" 518586456 76.31
"Hordeum vulgare" "chr4H" "12_30620" 522396338 76.31
"Hordeum vulgare" "chr4H" "12_30455" 523142954 77
"Hordeum vulgare" "chr4H" "11_11070" 523477682 77
"Hordeum vulgare" "chr4H" "12_30755" 526696666 77.66
"Hordeum vulgare" "chr4H" "12_30906" 526911639 77.66
"Hordeum vulgare" "chr4H" "12_30905" 526914528 77.66
"Hordeum vulgare" "chr4H" "12_30904" 526914878 77.66
"Hordeum vulgare" "chr4H" "11_10010" 526925305 77.66
"Hordeum vulgare" "chr4H" "11_20906" 527979457 77.87
"Hordeum vulgare" "chr4H" "12_31515" 528602154 76.31
"Hordeum vulgare" "chr4H" "12_31385" 529408355 77.66
"Hordeum vulgare" "chr4H" "11_10606" 529819230 78.08
"Hordeum vulgare" "chr4H" "11_11224" 531419391 78.5
"Hordeum vulgare" "chr4H" "11_10846" 533968778 76.31
"Hordeum vulgare" "chr4H" "11_20072" 538424427 78.08
"Hordeum vulgare" "chr4H" "11_10627" 538940681 79.47
"Hordeum vulgare" "chr4H" "12_31536" 538940681 79.47
"Hordeum vulgare" "chr4H" "12_30693" 539638156 79.47
"Hordeum vulgare" "chr4H" "11_20580" 540260521 79.47
"Hordeum vulgare" "chr4H" "11_21504" 543838204 80.73
"Hordeum vulgare" "chr4H" "11_11513" 544885762 80.73
"Hordeum vulgare" "chr4H" "11_20740" 548708458 82.81
"Hordeum vulgare" "chr4H" "11_10467" 548710775 82.81
"Hordeum vulgare" "chr4H" "12_30994" 549038694 83.75
"Hordeum vulgare" "chr4H" "11_10829" 549539707 83.75
"Hordeum vulgare" "chr4H" "12_31362" 550293082 83.75
"Hordeum vulgare" "chr4H" "12_31258" 550300208 83.75
"Hordeum vulgare" "chr4H" "11_20815" 550631495 85.07
"Hordeum vulgare" "chr4H" "12_20143" 551563976 86.01
"Hordeum vulgare" "chr4H" "11_10309" 551792168 85.07
"Hordeum vulgare" "chr4H" "11_11319" 551936917 86.01
"Hordeum vulgare" "chr4H" "11_10090" 552775971 86.01
"Hordeum vulgare" "chr4H" "12_30136" 553525141 86.01
"Hordeum vulgare" "chr4H" "12_31231" 553639111 86.01
"Hordeum vulgare" "chr4H" "11_11004" 554047027 86.66
"Hordeum vulgare" "chr4H" "11_21353" 554245053 86.01
"Hordeum vulgare" "chr4H" "11_10247" 554855386 87.01
"Hordeum vulgare" "chr4H" "11_21332" 555129854 87.01
"Hordeum vulgare" "chr4H" "12_31148" 555974677 88.3
"Hordeum vulgare" "chr4H" "12_10170" 556146564 88.7
"Hordeum vulgare" "chr4H" "12_30787" 558906711 88.7
"Hordeum vulgare" "chr4H" "12_30226" 559218039 89.36
"Hordeum vulgare" "chr4H" "11_11500" 559485180 89.36
"Hordeum vulgare" "chr4H" "12_11526" 560414187 90.1
"Hordeum vulgare" "chr4H" "11_20670" 563232790 90.11
"Hordeum vulgare" "chr4H" "11_20718" 563357749 90.77
"Hordeum vulgare" "chr4H" "11_20197" 563864439 90.77
"Hordeum vulgare" "chr4H" "11_10724" 564342260 91.42
"Hordeum vulgare" "chr4H" "12_31246" 566561408 92.41
"Hordeum vulgare" "chr4H" "12_30390" 566653632 93.08
"Hordeum vulgare" "chr4H" "11_10723" 566742790 93.08
"Hordeum vulgare" "chr4H" "11_20689" 566804014 93.08
"Hordeum vulgare" "chr4H" "12_10670" 566971823 94.07
"Hordeum vulgare" "chr4H" "11_21151" 567081501 94.07
"Hordeum vulgare" "chr4H" "11_11213" 567583875 95.22
"Hordeum vulgare" "chr4H" "12_10022" 568207834 95.27
